"","Tweet","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"393","",0,0,0,0,0,0,0,0,0,0
"394","On March 15, we in Manila Philippines will join team Wuhan in being locked down from the rest of the world to prevent the spread of Corona. Let's celebrate with a Corona beer and sing a happy lockdown day!
",0,2,0,1,3,1,0,3,0,6
"395","Metro ",0,0,0,0,0,0,0,0,0,0
"396","“LIVE UPDATES: Metro Manila to be placed on 'lockdown' amid ",0,0,0,0,0,0,0,0,0,0
"397","As if i don't have enough stress as it is trying to leave the Philippines before it goes into lockdown my bf has said when I get in hanoi he wants me to isolate myself for 7 days so i dont give him n his family the virus :))) hahaha a mean fair enough but how rude",0,0,0,0,0,2,1,0,3,1
"398","",0,0,0,0,0,0,0,0,0,0
"399","The Philippines has 50 cases of coronavirus but its President has put the capital of Manila,with its  13million residents, on a lockdown for a month.Trapping some tourists within. <U+0001F62C> damn if you do,damn if you don’t.",1,0,1,0,0,0,0,2,1,2
"400","-so here in Philippines we have a lockdown and no classes until april 12 so I will learn to edit pics",0,0,0,0,0,0,0,0,0,1
"401","My family and I will most likely go to the Philippines in June instead of next month bc of all this coronavirus happening 14 cities are currently on lockdown. At least I can save up more for SMASH and Madfest Melb this time LOL. tix + accom <U+0001F44C>",1,1,0,1,1,0,0,1,1,1
"402","Philippines' Duterte announces 'lockdown' of Manila to fight... ",1,0,0,1,0,0,0,0,1,0
"403","What you need to know about the Metro Manila 'community quarantine' | ABS-CBN News ",0,0,0,0,0,0,0,0,0,0
"404","Philippines announces coronavirus lockdown of Metro Manila ",0,0,0,0,0,0,0,0,0,0
"405","Spain,France, Belgium,Portugal,
Bolivia, Philippines,Ireland: schools all closed

Italy: Lockdown
Norway: Lockdown
China: Lockdown
Denmark: Lockdown

Boris:”Sorry chaps, the economy is more important, some of your family is going to die but keeps washing your hands”",0,0,0,1,0,1,0,2,1,1
"406","Philippines' Duterte announces 'lockdown' of Manila to fight coronavirus 

",1,0,0,1,0,0,0,0,1,0
"407","CHIMMP HAS MANILA IN A LOCKDOWN - WHAT IS CHIMMP - Life in the Philippines ",0,0,0,0,0,0,0,0,0,0
"408","What you need to know about the Metro Manila 'community quarantine' ",0,0,0,0,0,0,0,0,0,0
"409","",0,0,0,0,0,0,0,0,0,0
"410","Philippines' Duterte announces 'lockdown' of Manila to fight coronavirus ",1,0,0,1,0,0,0,0,1,0
"411","Some members of the House of Representatives frowned at calls to place Metro Manila under lockdown, amid the rapid rise of ",0,1,0,0,0,0,1,1,1,0
"412","Anders Corr, Journal of Political Risk: Lockdown is controversial and problematic because people who are infected may flee and infect others throughout the Philippines. ",1,1,1,2,0,0,0,0,4,0
"413","What you need to know about the Metro Manila 'community quarantine' ",0,0,0,0,0,0,0,0,0,0
"414","NO LOCKDOWN. The Department of Health said there has been no lockdown order on any part of the country amid the rising number of ",0,1,0,0,1,0,0,0,0,1
"415","A lockdown to control the spread of ",0,0,0,0,0,0,0,0,0,0
"416","Philippines restricts travel in, out of Metro Manila to contain ",0,0,0,0,0,0,0,0,0,0
"417","hello from ",0,0,0,0,0,0,0,0,0,0
"418","How points and miles got my 79-year-old mom home in first class before a coronavirus lockdown ",0,0,0,0,0,0,0,0,0,0
"419","I wanna buy TOTM sequel but my TOTM album that I ordered end of January still hasn't arrived due to COVID19 and since Manila's on lockdown I feel like it's just gonna get delayed too <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>
 I mean my NeoZone album's delayed too <U+0001F62D>
I truly do hate living in the Philippines",1,1,1,1,0,1,0,0,2,0
"420","Philippines: 50 cases, schools r closed. Capital Manila is on lockdown
Ireland: 70 cases, Schools r closed
Bolivia: 3 cases, schools r closed
HongKong: 130 cases, Schools r closed

Not every country have the luxury to fight corona in the exact similar way you idiot.. ",1,0,1,1,1,0,0,0,2,1
"421","",0,0,0,0,0,0,0,0,0,0
"422","Phillippines mission on lockdown in New York after diplomat tests positive for coronavirus
A female diplomat to the Philippines who was at the United Nations (U.N) in New York on Monday has tested positive for coronavirus, according to multiple reports.
",0,0,0,0,0,0,0,1,0,2
"423","Athletes of Polytechnic University of the Philippines (PUP) Sta Mesa, who are residing inside the campus are in need of food supplies and financial assistance to sustain their needs for a month-long lockdown (March 15 to April 14) in Metro Manila as announced yesterday, March 12. ",0,2,0,0,1,0,0,1,0,5
"424","Just in case you need to know what is the boundaries of metro manila. Here is our lockdown area. ",0,0,0,1,0,1,0,0,1,0
"425","Breaking. 

The Philippines will go into total lockdown for 30 days as of 15 th March. 

All sea, land and airports will be closed. 

Manila is in lockdown too. Unless you work or live in the Capitol there is no entry. 

",0,0,0,0,0,0,0,0,0,3
"426","Workers are restive over the lack of guidelines on company lockdowns and paid quarantine periods amid the spread of coronavirus disease COVID-19, according to the Trade Union Congress of the Philippines (TUCP). | ",1,0,2,2,0,1,0,2,2,0
"427","",0,0,0,0,0,0,0,0,0,0
"428","",0,0,0,0,0,0,0,0,0,0
"429","",0,0,0,0,0,0,0,0,0,0
"430","",0,0,0,0,0,0,0,0,0,0
"431","Some places here on Philippines<U+0001F1F5><U+0001F1ED>were now totally lockdown due to COVID-19<U+0001F62D><U+0001F62D><U+0001F62D> ",0,0,0,0,0,0,0,0,0,0
"432","What you need to know about the Metro Manila 'community quarantine' ",0,0,0,0,0,0,0,0,0,0
"433","Philippines President Duterte places the capital region on a lockdown for a month to help contain the outbreak of the coronavirus ",0,0,0,0,0,0,0,1,0,1
"434","",0,0,0,0,0,0,0,0,0,0
"435","",0,0,0,0,0,0,0,0,0,0
"436","",0,0,0,0,0,0,0,0,0,0
"437","I really sad when I hear <U+0001F62D> ""President Duterte declares lockdown Metro Manila for 30 days due to COVID-19"" 
.
I'm so glad, I'm already here in Indonesia. Nearly a month I returned from the Philippines, and had passed… ",0,1,0,0,1,0,0,1,0,2
"438","Philippines Permanent UN Mission in New York ""in lockdown"" and all personnel instructed to self-quarantine after staff member tests positive for COVID-19 coronavirus: Reporter via Twitter.",0,0,0,1,0,0,0,1,0,1
"439","What you need to know about the Metro Manila 'community quarantine' ",0,0,0,0,0,0,0,0,0,0
"440","",0,0,0,0,0,0,0,0,0,0
"441","Salute to our police force. PH govt should protect our doctors, nurses, military and police, civilians who are willing to risk their lives to contain the spread of the virus. Those who think lockdown is martial law, you’re insane! ",3,1,0,5,1,0,0,2,4,3
"442","People of Metro Manila (Philippines), what will be implemented is COMMUNITY QUARANTINE and not a lockdown. 

Stay Safe God Bless :)",0,2,0,2,3,0,0,3,0,4
"443","Di ko makita yung point for comparing Singapore not opting a lockdown vs Philippines(Metro Manila) lockdown

In the first place, the main source of income ng Singapore are from tourists, their natural resources(water,etc) comes from outside parties. Di talaga pwedeng option yun",0,1,0,0,2,1,0,2,1,4
"444","With more than 12 million people, Metro Manila accounts for 40% of the Philippines’ GDP, a figure that rises to nearly two-thirds if you include surrounding localities, ING's Nicky Mapa said.

",0,0,0,0,0,0,0,1,0,1
"445","",0,0,0,0,0,0,0,0,0,0
"446","A Philippine diplomat in New York has tested positive for Covid-19, in the first recorded case at the UN headquarters.

This comes as Philippines President Rodrigo Duterte placed Manila in a lockdown for a month, to help contain the outbreak. ",0,0,0,1,0,1,0,1,1,1
"447","",0,0,0,0,0,0,0,0,0,0
"448","Davao not on lockdown pero ang guidelines parang lockdown. No confirm cases yet. ",0,0,0,0,0,0,0,0,0,0
"449","",0,0,0,0,0,0,0,0,0,0
"450","“Philippine President Rodrigo Duterte announced plans on Thursday (Mar 12) for a sweeping lockdown of the capital's 12 million people, including a halt to domestic travel, in a bid to contain the deadly new coronavirus” ",1,0,1,1,0,1,0,1,2,2
"451","Diplomat from the Philippines to the United Nations tested positive for ",0,0,0,0,0,0,0,1,0,1
"452","Phillipines has locked down the greater Manilla province, blocking domestic travel. Foreigners from at-risk countries blocked. SG detected imported cases from the PHthis week. 2000 test kits available for the whole country atm. ",0,1,0,1,0,0,0,0,1,1
"453","January 2020 - Wildfire in Australia
February 2020 - Volcanic eruptions, earthquakes, and plane crash
March 2020 - Corona Virus, Bird flu, No graduation.

Ano pa ba ang dadating? Pwede bang irestart yung 2020?

",1,1,1,5,1,3,4,1,5,2
"454","When the line is too long: 

Grocery stores in the ",0,1,0,0,0,0,0,0,0,0
"455","",0,0,0,0,0,0,0,0,0,0
"456","",0,0,0,0,0,0,0,0,0,0
"457","COVID-19 is the worst public health crisis in a century. Countries enforce mass closures to stem spread.
After China, Italy, Denmark
Philippines announced lockdown on Metro Manila
&amp; Spain announced lockdown
on 4 cities. Only lockdown slows its spread.
",1,1,0,1,0,0,0,0,2,2
"458","In the Philippines, officials tell you to rent houses in areas affected by the lockdown ",0,0,0,0,0,0,0,0,0,0
"459","Currently, i heard that Pasig in philippines had a lockdown yesterday so like just stay home and yeah WASH UR FRICKIN HANDS

",0,0,0,0,0,0,0,0,0,0
"460","Land, domestic air, and domestic sea travel to and from Metro Manila shall be suspended beginning March 15, 2020 until April 14, 2020 subject to the daily review of the inter-agency task force, President Duterte says during his address on ",1,1,0,1,0,1,0,1,3,5
"461","Philippine authorities on Thursday placed Metro Manila under quarantine, halting travel in and out of the capital region for a month from March 15 until April 14, 2020. ",0,0,0,2,0,1,0,0,1,1
"462","What you need to know about the Metro Manila 'community quarantine' ",0,0,0,0,0,0,0,0,0,0
"463","Philippines restricts travel in, out of Metro Manila to contain ",0,0,0,0,0,0,0,0,0,0
"464","Omg I was supposed to go to the Philippines on Monday for my cousins wedding but now the whole trip and wedding is cancelled because of corona virus lockdown <U+0001F62D>",0,0,0,0,0,0,1,0,1,0
"465","Philippines: Duterte announces lockdown of entire Metro Manila ",0,0,0,0,0,0,0,0,0,0
"466","President Duterte orders lockdown of Philippine capital Manila to fight ... ",1,0,0,1,0,0,0,1,1,1
"467","Philippines President Duterte places the capital region on a lockdown for a month to help contain the outbreak of the coronavirus ",0,0,0,0,0,0,0,1,0,1
"468","Philippine president orders coronavirus lockdown of Manila ",0,0,0,0,0,0,0,1,0,1
"469","",0,0,0,0,0,0,0,0,0,0
"470","LIVE UPDATES: Metro Manila to be placed on 'lockdown' amid COVID-19 outbreak ",0,0,0,0,0,0,0,0,0,0
"471","This is why I don't use Expedia. ",0,0,0,0,0,0,0,0,0,0
"472","there is a possibility that the economic crisis in 2008 could happen again. China as the most credible market player must do a lockdown, as well as Italy, the Philippines, and even Denmark who have never done this before. many events and activities were eventually suspended",0,2,0,0,0,0,0,1,2,1
"473","LATEST BREAKING NEWS! ",0,0,0,0,0,0,0,0,0,0
"474","India, lockdown entire country, deny incoming foreign traveler. Philippines, lockdown entire country, deny incoming foreign traveler. Saudi, lockdown entire country, deny incoming foreign traveler. Indonesia? “Come here, cheap domestic flight, Yogya is Covid-19 free!”",1,0,0,0,0,0,0,0,3,0
"475","In the meantime in the Philippines, the president declares a lockdown and everyone is running like headless chickens. ",0,0,0,0,0,0,0,1,0,1
"476","",0,0,0,0,0,0,0,0,0,0
"477","",0,0,0,0,0,0,0,0,0,0
"478","Panelo: The President has said it's not the time yet for a lockdown 

Health Secretary Duque earlier raised the possibility of declaring a localized lockdown on areas with significant number of coronavirus cases ",0,2,0,0,0,0,0,1,0,1
"479","",0,0,0,0,0,0,0,0,0,0
"480","Cabinet Sec. Nograles: This is not a lockdown, it’s a community quarantine. Ide-define namin ito mamaya ",0,0,0,1,0,0,0,1,0,2
"481","Cabinet Sec. Nograles: The technical word ‘lockdown’ can’t be defined by our medical experts, that’s why we use quarantine ",0,1,0,2,0,0,0,3,0,3
"482","Is it a lockdown? Community quarantine? MMDA calls it a 'slowdown' 

General Manager Jojo Garcia: There's a slowdown in movement in Metro Manila. Pag lockdown kasi, parang kinulong ka sa bahay eh. But with this, you're allowed to go out ",0,1,0,1,0,0,0,2,1,2
"483","BREAKING: Health Secretary Francisco Duque raises the possibility of declaring a localized lockdown on areas with significant number of coronavirus cases ",0,1,0,0,0,0,0,0,0,0
"484","Quezon City Mayor Joy Belmonte admits there are 'gray areas' in President Duterte's declaration of community quarantine in Metro Manila, adds local officials will meet today to craft lockdown guidelines ",0,0,0,1,1,0,0,1,0,5
"485","Quezon City Mayor Joy Belmonte admits there are 'gray areas' in President Duterte's declaration of community quarantine in Metro Manila, adds local officials will meet today to craft lockdown guidelines ",0,0,0,1,1,0,0,1,0,5
"486","Fellow expats Metro Manila will be on LOCKDOWN for one month starting 15th March. President Duerte has so ordered. Why is God not helping us. What will happen to the Philippines. God help us all!!
",0,2,0,1,1,0,0,3,0,4
"487","handa ba,amg Philippines for lockdown?<U+0001F914><U+0001F914><U+0001F914>",0,0,0,0,0,0,0,0,0,0
"488","“For Manila, some say, ‘We don’t want to use that term’...because you’re afraid to call it a lockdown. But it’s a lockdown,” Duterte said.
",0,0,0,1,0,0,0,1,1,1
"489","",0,0,0,0,0,0,0,0,0,0
"490","",0,0,0,0,0,0,0,0,0,0
"491","Philippines' Duterte announces 'lockdown' of Manila to fight coronavirus ",1,0,0,1,0,0,0,0,1,0
"492","Philippines' Duterte announces 'lockdown' of Manila to fight coronavirus ",1,0,0,1,0,0,0,0,1,0
"493","In the midst of Covid19 pandemic, almost half of the country in the world declares total lockdown, while Philippines would rather choose to loose its people than loosing profits and all if they will declare total lockdown for the country.",0,0,0,1,0,1,0,0,1,0
"494","Asia Chaos :

",1,0,0,1,0,1,0,0,1,0
"495","<U+2066>",0,0,0,0,0,0,0,0,0,0
"496","The dumbest thing I've heard in this pandemic era is from a MAYOR ",0,0,0,1,0,1,0,0,1,1
"497","Metro Manila (Philippines) Lockdown: 
-Suspension of classes until April 12
- Land, domestic air and sea travel restrictions 
-Mass gatherings prohibitions

Stay safe everyone.",0,0,0,1,1,0,0,1,1,3
"498","AirAsia Philippines cancels all domestic flights in NAIA from March 15-April 14 due to Metro Manila lockdown. Passengers can rebook, refund and get credits without penalties

Local flights from Clark, Cebu &amp; Kalibo will continue. | ",0,1,0,0,0,0,0,1,0,2
"499","AirAsia Philippines cancels all domestic flights in NAIA from March 15-April 14 due to Metro Manila lockdown. Passengers can rebook, refund and get credits without penalties

Local flights from Clark, Cebu &amp; Kalibo will continue. ",0,1,0,0,0,0,0,1,0,2
"500","Family and friends in Philippines <U+0001F1F5><U+0001F1ED> stay safe guys

",0,0,0,0,1,0,0,1,0,1
"501","",0,0,0,0,0,0,0,0,0,0
"502","Oh no <U+0001F631>

Philippine president orders coronavirus lockdown of Manila ",0,0,0,0,0,0,0,1,0,1
"503","",0,0,0,0,0,0,0,0,0,0
"504","",0,0,0,0,0,0,0,0,0,0
"505","This is how a lockdown should be.
A very proactive president. 
 
",0,0,0,0,0,0,0,1,0,1
"506","",0,0,0,0,0,0,0,0,0,0
"507","PH Mission staff has tested positive for COVID-19. She is currently isolated, in good condition. PH Center is on lockdown indefinitely, employees instructed to self-quarantine &amp; seek medical attention should symptoms develop. ",0,4,0,3,1,1,1,3,1,5
"508","I wish people would cooperate na lang with the lockdown (or whatever they want to call it). Just imagine a whole metro with almost 13 million people in it being infected. Iilan lang ang ICU per hospital. It would be impossible to accommodate all patients. ",0,0,0,1,0,2,0,1,1,1
"509","Went for my weekly grocery run at 9 AM and this is what I found.

Panic buying in Manila Philippines. We are in lockdown. No one in or out of the capital. ",0,0,0,1,1,0,0,1,1,1
"510","",0,0,0,0,0,0,0,0,0,0
"511","Have we replaced the ",0,0,0,0,0,0,0,0,0,0
"512","Philippines: Duterte announces lockdown of entire Metro Manila ",0,0,0,0,0,0,0,0,0,0
"513","Wow....
Philippines' Duterte announces 'lockdown' of Manila to fight coronavirus - Reuters ",1,0,0,1,0,0,0,0,1,0
"514","Metro Manila to be placed on 'lockdown' due to COVID-19 ",0,0,0,0,0,0,0,0,0,0
"515","""The crisis is very, very clear, COVID-19 is spreading all throughout the country including the Philippines.""

I think he meant China when he said ""the country"". 

Also, it is a lockdown. ",0,0,0,0,0,0,0,0,1,1
"516","""It's just a matter of protecting and defending you from COVID-19. That's about it."" ",0,0,0,0,0,0,0,1,0,2
"517","Confusions arises with regards to PRRD announcement of lockdown, guidelines will tackled today, let us not create panic its only for preventing the disease, let us all cooperate its our own good naman,  we have to understand, I know first time ito to happened in the Philippines.",1,3,1,2,2,1,1,1,2,3
"518","manila will be lockdown or lighter term of self quarantine <U+0001F616>. let see what will happen to the economy of Philippines after this hahaha.

but after all, i am agree to do a total lockdown",0,1,0,1,0,0,0,1,0,1
"519","How points and miles got my 79-year-old mom home in first class before a coronavirus lockdown ",0,0,0,0,0,0,0,0,0,0
"520","How points and miles got my 79-year-old mom home in first class before a coronavirus lockdown ",0,0,0,0,0,0,0,0,0,0
"521","It’s official the Philippines (mostly Manila) is going under lockdown on the 15th of march till April 12 because of the threat of covid-19",1,0,0,1,0,0,0,1,1,1
"522","",0,0,0,0,0,0,0,0,0,0
"523","",0,0,0,0,0,0,0,0,0,0
"524","Reposted only....CTTO!

Dear Family and Friends in the Philippines, 

DON'T MAKE THE SAME MISTAKES LIKE WE DID HERE IN ITALY.

Being in Lockdown means you have to STAY AT HOME and AVOID at all costs going out.

",0,0,0,1,0,0,0,0,1,1
"525","'Land, domestic air and domestic sea travel to and from Metro ",0,0,0,0,0,0,0,0,0,1
"526","",0,0,0,0,0,0,0,0,0,0
"527","Consider the population difference of Macao to the Philippines on how they were able to pull off that complete lockdown in their country. ",0,0,0,0,0,0,0,0,0,2
"528","MEDIA ALERT: As ",0,0,0,0,0,0,0,0,0,0
"529","Philippines on lockdown <U+0001F447><U+0001F447><U+0001F447> ",0,0,0,0,0,0,0,0,0,0
"530","I think the Philippines can't be put on a total and complete lockdown because the government is not equipped with everything needed to keep functioning as a country when it happens. I seriously think that we don't have a budget alloted for emergency cases like this one.",0,0,0,2,0,1,1,1,2,0
"531","As ",0,0,0,0,0,0,0,0,0,0
"532","If I have a flight booked to the Philippines and the country bans me from entering due to this coronavirus lockdown, am I entitled to a refund on my flight? <U+0001F626> ",0,0,0,0,0,0,0,0,0,0
"533","There are places in the Philippines na ga lockdown na, keep safe everyone!",0,0,0,0,1,0,0,1,0,1
"534","Ha, I am on an Australian volunteer assignment in rural Philippines. Just started and now there is a Manila lockdown.
Just waiting for news on ""the plan """,0,2,0,1,1,0,0,1,0,1
"535","Ohh mah gad corona virus got in to the philippines lockdown CRAP stay safe everyone ",0,0,1,0,1,0,0,1,2,1
"536","",0,0,0,0,0,0,0,0,0,0
"537","Are foreigners from countries with COVID-19 cases restricted to enter just Metro Manila or the whole Philippines? Coz there are direct international flights to other cities outside NCR like Cebu and Clark. ",0,0,0,0,0,0,0,0,0,0
"538","Panic buying mode ng mga Pinoy

Others' cart: alcohol, bleach, vitamins, food supplies, cleaning supplies

Mine: kape for 1 month.

",0,0,0,1,1,0,0,1,1,3
"539","Heard the news:
Metro Manila is lockdown. God please protect them, entire Philippines and entire Earth <U+0001F64F> <U+0001F64F> <U+0001F64F>",0,1,0,1,1,0,0,1,0,2
"540","Philippines restricts travel in, out of Metro Manila to contain COVID-19 | ABS-CBN News ",0,0,0,0,0,0,0,0,0,0
"541","Philippines restricts travel in, out of Metro Manila to contain COVID-19 ",0,0,0,0,0,0,0,0,0,0
"542","Philippines: BREAKING: Duterte Discusses Measures to Combat COVID-19, NCR to Undergo Lockdown ",1,0,0,1,0,0,0,0,1,0
"543","the way i was supposed to fly to the philippines in a month’s time but they’re on lockdown",0,1,0,0,0,0,0,0,0,0
"544","LIVE UPDATES: Metro Manila placed on lockdown amid COVID-19 outbreak ",0,0,0,0,0,0,0,0,0,0
"545","Coronavirus: Duterte announces lockdown of entire Metro Manila, may call on China for help ",0,0,0,0,0,0,0,0,0,0
"546","President Duterte of The Philippines announces a lockdown of manila and ",0,0,0,0,0,0,0,1,0,1
"547","Other countries who had lockdown imposed : Obeys, no complaints, knwos its for their own good

Philippines: MARTIAL LAW na! Ginagamit lang na rason ang COVID 

<U+0001F926><U+200D><U+2640><U+FE0F><U+0001F926><U+200D><U+2640><U+FE0F><U+0001F926><U+200D><U+2640><U+FE0F> ",1,1,0,0,1,0,1,2,0,1
"548","",0,0,0,0,0,0,0,0,0,0
"549","Hello ",0,0,0,0,0,0,0,0,0,0
"550","Lockdown in Manila might mean my parents won't even be able to return to Philippines (from Singapore) and leave to come back to the US. Ugh....",0,0,0,0,0,1,1,0,1,0
"551","Other countries: Supporting each other to fight against the virus
Philippines: Pagalingan kung “Lockdown” ba o “Quarantine” ang tamang term. Fighting each other. Attacking each other.

Corona Virus <U+0001F9A0>:
Immune System:
Other Countries:",3,0,1,3,0,1,1,2,4,1
"552","",0,0,0,0,0,0,0,0,0,0
"553","",0,0,0,0,0,0,0,0,0,0
"554","Lolol y’all can mess around and get cheap flights with everything happening but watch your asses get stuck in a foreign country <U+0001F480>

My dad had to go to the Philippines but now he’s stuck in Manila longer because they’re on lockdown till next month",0,1,1,1,0,0,0,0,3,0
"555","After the president put Manila under lockdown, would ",0,0,0,0,0,0,0,1,0,1
"556","",0,0,0,0,0,0,0,0,0,0
"557","So going back now the philippines has a total of 49 cases accdg to Manila Bulletin. Last night, the president implemented a community quarantine, meaning hindi total lockdown so people can still go around the city, but travel in and out MM is prohibited starting 03/15 to 04/14 ",1,0,1,2,0,0,0,1,1,2
"558","How points and miles got my 79-year-old mom home in first class before a coronavirus lockdown ",0,0,0,0,0,0,0,0,0,0
"559","Reuters: ""As of today, the Philippine Mission is in lockdown, and all personnel are instructed to self-quarantine and to seek medical attention should they develop the symptoms...,"" wrote Philippines acting UN Ambassador Kira Azucena in a message seen by Reuters

",0,3,0,2,0,0,0,2,0,4
"560","MANILA, March 12 (Reuters) - The Asian Development Bank closed its headquarters and the Philippines senate went into lockdown on Thursday, after visitors to both buildings in Manila tested positive for the coronavirus.",0,0,0,0,0,0,0,2,0,1
"561","Metro Manila to be placed on 'lockdown' due to COVID-19 ",0,0,0,0,0,0,0,0,0,0
"562","",0,0,0,0,0,0,0,0,0,0
"563","",0,0,0,0,0,0,0,0,0,0
"564","Philippines may impose ",0,0,0,0,0,0,0,0,0,0
"565","",0,0,0,0,0,0,0,0,0,0
"566","METRO MANILA placed LOCKDOWN due to CORONAVIRUS OUTBREAK. President Rodrigo Duterte will place Metro Manila on lockdown for at least 30 days to contain the spread of the novel coronavirus in the Philippines. Code Red Sublevel 2 Thursday, March 12

",0,0,0,0,0,0,0,1,0,2
"567","Lockdown na hindi naman lockdown <U+0001F602>
It's more fun in the Philippines <U+0001F602>",0,1,0,0,1,0,0,0,0,1
"568","",0,0,0,0,0,0,0,0,0,0
"569","Will this Metro Manila ",0,0,0,0,0,0,0,0,0,0
"570","Some people tell that year 2020 is a fruitful and bountiful year for everyone because it's definitely symbolize as normal vision. Indeed, I do believe that all our crisis and difficulties is under in God's hand 

",0,2,0,0,1,1,0,0,2,3
"571","",0,0,0,0,0,0,0,0,0,0
"572","",0,0,0,0,0,0,0,0,0,0
"573","Big rash of flight cancellations involving Hong Kong today.

Story is American Airlines cancelled all HK-US flights into the summer, plus the Philippines lockdown shut down anything even stopping over in Manila.",0,0,1,0,0,0,0,0,1,0
"574","Philippines: Duterte announces lockdown of entire Metro Manila ",0,0,0,0,0,0,0,0,0,0
"575","What if Corona virus and some viruses and bacteria are natural defense mechanism ng Earth. We, the humans are actually the threat (disease). ",3,1,2,4,0,2,0,0,4,1
"576","We will have trouble in this world. But God’s promise to us is that even in our times of trouble and strife we can have peace. His peace. A peace that passes all understanding. 
",1,2,0,1,3,0,0,4,1,4
"577","the Philippines is on lockdown starting Sunday n I’m glad I got out when I did<U+0001F62D>",0,1,0,0,1,0,0,0,0,1
"578","Hong Kong on the point of violent revolution. Beijing lost control. Then virus emerged in Wuhan (local lab) &amp; the uprising on HK is over. 5 chinese (tourists?!) caught in Philippines as carriers, = PI Nr.lockdown. African Swine Fever came in Philippines via China? Bio-weapons?! ",3,2,2,4,0,2,2,0,6,1
"579","Philippine President Rodrigo ",0,0,0,0,0,0,0,1,0,1
"580","1. ",0,0,0,0,0,0,0,0,0,0
"581","A diplomat from ",0,0,0,0,0,0,0,0,0,0
"582","when i can’t even go back to the philippines bc she’s on lockdown <U+0001F494> ",0,0,0,0,0,0,0,0,0,0
"583","Metro ",0,0,0,0,0,0,0,0,0,0
"584","OBEY+FOLLOW+AWARENESS+TRUST= PROTECTIVE GEARS FROM COVID-19 
",0,0,0,1,0,0,0,2,0,1
"585","Philippines really got the corona on lockdown, someone takes a temp reading of you whenever you enter a large public space, even whenever you enter a condo/apartment complex",0,1,0,0,0,0,0,0,0,2
"586","",0,0,0,0,0,0,0,0,0,0
"587","",0,0,0,0,0,0,0,0,0,0
"588","",0,0,0,0,0,0,0,0,0,0
"589","Metro manila,philippines 1month lockdown due to covid19 stay hydrated and drink a lot of vit.C and other immune system boosters eat healthy live healthy and always have faith above stay safe guys!.

",0,1,0,0,2,0,0,3,0,4
"590","So...to all my friends not in the Philippines: we are going on lockdown effective 15 March. Schools will also be closing. 

There is a clamor for additional implementing details. It is hoped these will be issued soon.

Meantime...",1,1,1,0,0,0,1,1,1,2
"591","",0,0,0,0,0,0,0,0,0,0
"592","",0,0,0,0,0,0,0,0,0,0
"593","So The Philippines is on lockdown, can’t go outside. Can’t hang out. Can’t run out. Can’t walk around. *Queen plays* I want to break free~~",0,0,0,0,0,0,1,0,0,0
"594","Philippines' Duterte announces 'lockdown' of Manila to fight coronavirus ",1,0,0,1,0,0,0,0,1,0
"595","“Community quarantine” stay at home and find ways to survive.  
<U+0001F19A> 
“Lockdown” stay at home and the government will provide basic needs to survive. 
 
Mahirap talaga maging mahirap na bansa.<U+0001F61E> 

",0,0,0,2,0,0,0,1,1,3
"596","Well blaming someone wont solve this pandemic. Just follow and keep healthy guys. ",0,1,0,1,0,1,0,0,1,1
"597","",0,0,0,0,0,0,0,0,0,0
"598","Please read this article carefully. This has lots of good information for us not to panic. Be vigilant &amp; impart our own share of compassion &amp; understanding of this global crisis.
",0,2,0,3,2,0,1,5,2,8
"599","Gah my priorities. The National Capital Region in the Philippines will be under lockdown, and all I can think about is how absolutely gutted I am for ",0,0,0,0,0,0,0,0,0,0
"600","The only clear message from ",0,0,0,0,0,0,0,0,0,0
"601","Hi ",0,0,0,0,0,0,0,0,0,0
"602","Where are my fellow Cebuanos at? Are we really just gonna sit here and wait? How can we have someone listen and start with the preventive measures? Who will listen to us? ",0,2,0,0,0,0,0,1,2,1
"603","<U+203C><U+FE0F>",0,0,0,0,0,0,0,0,0,0
"604","Philippines: Duterte announces lockdown of entire Metro Manila ",0,0,0,0,0,0,0,0,0,0
"605","Am i going to Philippines or not? I only have an hour to decide. can somebody help me, im so confused cause I still need to go back to my work after a week... Is manila under lockdown or just community quarantine? Ang gulo talaga ng m ",0,0,0,1,0,0,0,0,0,1
"606","",0,0,0,0,0,0,0,0,0,0
"607","",0,0,0,0,0,0,0,0,0,0
"608","Just realized something. Italy was put into lockdown after their COVID19 cases rose to thousands. And here we are in the Philippines, 49 cases so far and people are already thinking about lockdown ng Metro Manila.<U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F>",0,0,0,0,0,0,0,0,0,0
"609","",0,0,0,0,0,0,0,0,0,0
"610","",0,0,0,0,0,0,0,0,0,0
"611","",0,0,0,0,0,0,0,0,0,0
"612","Philippines: Duterte announces lockdown of entire Metro Manila ",0,0,0,0,0,0,0,0,0,0
"613","we’re doing the same in lebanon with only 70 cases, same in italy, france will soon be doing it, philippines as well, you’re not immune to this and this is not a misinformation, if the virus spreads the USA will be having a lockdown ",0,0,0,0,0,0,0,0,1,0
"614","",0,0,0,0,0,0,0,0,0,0
"615","",0,0,0,0,0,0,0,0,0,0
