"","Tweet","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"3131","Community quarantine and martial law are different. ",1,0,0,1,0,0,0,1,0,1
"3132","Pasig at the moment ",0,0,0,0,0,0,0,0,0,0
"3133","Civil Procedure 51 students. ",0,0,0,1,0,0,0,0,0,2
"3134","Just finished Kingdom... and then this... 

 ",0,0,0,0,0,0,0,0,0,0
"3135","Chilling at home with ",0,0,0,0,0,0,0,0,0,0
"3136","Franchise... anyone.... ",0,0,0,0,0,0,0,0,0,0
"3137","really sad,covid 19 really hitting the ph rn
 ",0,0,0,0,0,0,0,0,0,0
"3138","Prevention is better than cure.
 ",0,1,0,0,0,0,0,0,0,1
"3139","For all the people who love to complain and resist whatever the government instructs us to do, I’m sure u don’t have better solutions. And if ever u have, government hotlines are open, just call them for ur suggestions.",1,0,0,1,1,1,0,1,3,2
"3140","Just follow the fucking order. It's for your own good.
",0,1,0,0,1,0,1,1,0,1
"3141","",0,0,0,0,0,0,0,0,0,0
"3142","",0,0,0,0,0,0,0,0,0,0
"3143","8 hours more to go before Metro Manila ",0,0,0,0,0,0,0,0,0,0
"3144","Tell Corona about your God
",0,1,0,1,1,0,0,1,0,1
"3145","STAY HEALTHY!!! 

",0,0,0,0,0,0,0,0,0,1
"3146","8 pm to 5 am curfew to be imposed in ",0,0,0,0,0,0,0,0,0,0
"3147","Large corporations search for methods to control outliers. In our govt's current effort to control ",0,0,0,0,0,0,0,0,0,1
"3148","Walked to office today and found that some people are just <U+0001F92C>.. We have been given advice to have social distancing. The minute some workmates see me they immediately reach their hands for a touch. I love the sweet gesture but I love to live. ",0,2,0,0,3,0,1,3,1,4
"3149","Workers who stop earning due to cancellations would eventually run out of money to buy food. How do we address this? What if crimes ensue just to get basic needs? ",1,1,0,0,2,0,1,2,0,2
"3150","even many have recovered covid is still fatal. 
",1,0,0,1,0,1,0,0,1,0
"3151","instead of ranting and questioning the government's way of making solutions for this matter why don't you ask yourself of what you can contribute to this?",0,0,0,0,0,0,0,0,0,1
"3152","lets take this matter seriously. ",0,0,0,0,0,0,0,0,0,0
"3153","WHYYYY DOOOO PEOPLEEEE SELLLL ALCOHOLLL FORR VERYYY EXPENSIVEEE PRICEEEE RANGEEEE? do y'all dunce trants put into that narrow brain of urs that not everyone has a lot of money to fucking afford that fucking alcohol na tinataasan nyo ng presyo?!

",1,1,0,0,1,0,1,1,0,2
"3154","Thank God In His Name Of Jesus. ",0,1,0,1,1,0,0,1,0,1
"3155","“Eventually, everyone will be quarantined to their houses with no sports to watch.. and in 9 months from now a boom of babies will be born .. and we will call them the coronials” 

",0,1,0,1,0,0,0,0,0,0
"3156","Is it so hard for Pinoys NOT to be Pinoys for the next month and a half? Y'know, develop a respect for someone else's personal space? Not talk or gather together so much? Actually think about consequences of things like breaking quarantine?
",0,2,0,1,1,0,0,2,0,3
"3157","If our faith infringes the worldwide effort to combat the spread of COVID-19 through social distancing, then you’re only thinking of your salvation and not everyone’s safety. COVID-19 is not a religious matter; this is a pandemic that needs socio-political solutions. ",1,2,0,2,2,1,0,2,2,3
"3158","I think this is a bit premature since the Pres said to keep private sector working plus no recommendation from DOH. But people do like to loiter at the malls. I think they shld just shorten mall hours. What do you think? ",0,0,0,0,0,0,1,0,0,1
"3159","Here, healthcare workers are ignored, and the praises they rightfully deserve are given to those who are not really in the front lines. 

",1,1,0,1,0,0,0,1,0,1
"3160","",0,0,0,0,0,0,0,0,0,0
"3161","our FREEDOM. Think of the people you love. Do this for them. ",0,0,0,0,2,0,0,1,0,2
"3162","keep safe everyone..<U+0001F496><U+0001F1F5><U+0001F1ED><U+0001F30D><U+0001F64F>
",0,0,0,0,1,0,0,1,0,1
"3163","",0,0,0,0,0,0,0,0,0,0
"3164","Thoughts: This one month ",0,0,0,0,0,0,0,0,0,0
"3165","Out of desperation, can we please contact the guy who saved us from earthquake as he said the word “STAAAP?” ",1,0,0,1,0,1,1,1,1,2
"3166","When will I see him again <U+2639><U+FE0F>
Hope this will end soon <U+0001F64F>
",0,1,0,0,1,0,1,1,0,1
"3167","Free professional nutrition advice on how to optimize your immune system to help prevent or fight COVID-19. Lines are open from 1-3PM everyday (except Sunday.) ",1,0,0,3,0,0,0,3,1,1
"3168","LOOK: Marines on EDSA highway earlier today ahead of Manila’s “lockdown” at midnight  tonight <U+0001F4F8> courtesy of Obet de Castro ",0,0,0,0,0,0,0,0,0,2
"3169","WATCH TO END: A line of fully-laden shopping trolleys snakes around this ",0,2,0,1,1,0,1,2,1,2
"3170","May fear be removed from all of our hearts as we continue to brave this season together as a community and as a nation. ",1,1,0,1,0,0,0,2,1,2
"3171","Went to a pharmacy awhile ago peeps were hoarding alcohol  but not wearing masks. They were talking closely with each other. Heard someone says that its awkward to wear mask and turned around and saw me wearing mask. ",0,0,0,0,0,0,0,1,1,0
"3172","Starting on Monday. We don't have classes anymore.. But we teachers need to be in school. For some school paper works..

No more graduation either recognition.
We won't deprived it from those deserving graduates.
Need to suspend it. And make another schedule for that.
",0,1,0,1,1,0,1,2,0,1
"3173","[CALL FOR DONATIONS] The U.P. Medical Foundation, Inc. is now accepting donations. Fund will be used to provide PPE for the PGH personnel who will be collecting the samples and for those who are in need. Details below:

",0,1,0,1,0,0,0,2,0,3
"3174",": What is the point of community quarantine if the gov't still allows international flights in and out of the country?

",0,0,0,1,0,0,0,0,0,1
"3175",": Community quarantine + curfew as a rehearsal for nationwide martial law.

",1,0,0,1,0,0,0,1,0,1
"3176",": So please tell me. How does a curfew stop a virus?

Meron bang working hours ang virus that I do not know of? <U+0001F914>
 
",1,0,1,1,0,1,1,0,2,1
"3177",": Not let's think about this with a level-head... How are we going to contain this coronavirus if we keep letting in tourists, especially from epicenters like China and Europe?

Doesn't this defeat the purpose of a community quarantine and/or lockdown?

",0,0,0,1,0,0,0,1,1,2
"3178","Soo, I was fixated in exercising to lose some extra pounds recently. Now, I have 3 boxes of pizza in front of me. I had 5 slices now. Must be due to seeing Corona Virus all over my soc med feed for days and weeks now.  ",1,0,1,1,0,1,1,0,2,1
"3179","Sharing this to everyone for a ",0,0,0,0,0,0,0,0,0,0
"3180","Can anyone confirm that foreigners from China and other countries in this list are no longer entering Cebu? ",0,0,0,0,0,0,0,0,0,0
"3181","paano po yung mga night shift workers sa implementation ng curfew? just a question from a citizen.. i mean, its not about circumventing the law, right? ",0,0,0,0,0,0,0,1,0,2
"3182","An additional reason to hate China ",1,0,1,1,0,1,0,0,1,1
"3183","MISAMIS ORIENTAL ",0,0,0,0,0,0,0,0,0,0
"3184","In light of ",0,0,0,0,0,0,0,0,0,0
"3185","This may be a small thing for many but I have started giving away handwashing liquids. If you have extra means, may I encourage you to do the same. Soap, sanitation materials, masks etc. Let's look out for the welfare of others as well. Salamat. ",0,0,0,0,1,0,0,1,1,3
"3186","Mandatory pullout of clinical clerks- pulling the social plug to limit potential exposure to high-risk groups ie children, elderly, people in immunocompromised state (CKD, DM,CA etc)

<U+0001F637> ",0,1,0,1,0,0,0,0,1,0
"3187","When the rest of the world takes a step back, we step forward.

",0,0,0,0,0,0,0,0,0,2
"3188","Duterte Supporters = tagged as Dumb by the haters...
Duterte Haters = tagged as Smart by themselves...

Uhm??

",0,0,0,0,0,0,0,0,1,0
"3189","",0,0,0,0,0,0,0,0,0,0
"3190","Every sickness and disease has a name... the flu is a name, cancer is a name, heart disease is a name, Covid-19 is a name. The name of Jesus is high above all. Covid-19 must bow to the Name of Jesus. <U+0001F64F><U+0001F3FB><U+0001F64F><U+0001F3FB><U+0001F64F><U+0001F3FB> ",2,0,3,4,0,3,0,0,4,0
"3191","This could b an unpopular opinion but I agree w/ what 2 some r drastic measures being taken by d<U+0001F1F5><U+0001F1ED>gov’t &amp; LGU’s.Kailangang magtiis 2 give<U+0001F1F5><U+0001F1ED>a chance 2 halt ",0,0,1,0,0,1,1,0,1,1
"3192","Interesting times we live in, and its gonna get worse from here.

",0,0,0,1,0,1,0,0,1,1
"3193","DON'T TOUCH MEN! 
<U+0001F444>Mouth
<U+0001F442> Ears
<U+0001F443> Nose
HOME QUARANTINE
STRENGTHEN IMMUNE SYSTEM by eating fruits and vegetables! 
",0,0,1,1,0,0,1,1,0,1
"3194","No CUDDLES!! ",0,0,0,0,0,0,0,0,0,0
"3195","No MOMOL ",0,0,0,0,0,0,0,0,0,0
"3196","Freezing my gym membership for now. Will start doing body weight exercises at home, maybe do dance tutorials on YouTube as well to make it a little more interesting. Don’t let this pandemic stop you from maintaining an active lifestyle! ",0,2,1,2,2,2,1,3,3,4
"3197","My heart is at ease bcoz of the suspension of classes. It's for our students safety. But we teachers are still required to report. So, what are we? Robots? <U+0001F92C>
",0,0,0,1,0,0,0,0,1,1
"3198","",0,0,0,0,0,0,0,0,0,0
"3199","",0,0,0,0,0,0,0,0,0,0
"3200","The best appreciation you can give to us health workers is your obedience and cooperation. We can't do this alone. 
Let's help each other surpass this public health crisis. 

",0,1,0,0,1,0,0,3,1,4
"3201","",0,0,0,0,0,0,0,0,0,0
"3202","NO WATER!! NO ALCOHOL!!!! JUST WOW!!! ",0,0,0,0,0,0,0,0,0,0
"3203","""I think there must be safety in numbers. If you f - up enough times, they forget which one you really did. They start thinking, ""Well, nobody can be that bad."""" ~ Willie Nelson ",1,1,1,1,0,1,0,0,2,1
"3204","""One man with a gun can control 100 without one."" ~ Vladimir Lenin ",1,0,0,1,0,0,0,0,1,0
"3205","Because of that ",0,0,0,0,0,0,0,0,0,0
"3206","""A woman who demands further gun control legislation is like a chicken who roots for Colonel Sanders."" ~ Larry Elder ",1,0,0,2,0,0,0,2,1,2
"3207","""They who can give up essential liberty to obtain a little temporary safety deserve neither liberty nor safety."" ~ Benjamin Franklin ",1,2,0,0,1,0,1,2,0,3
"3208","""I'm active in PAX, which is a gun awareness organization. We treat gun safety as a public health issue."" ~ Mandy Patinkin ",2,3,1,2,2,1,2,2,2,3
"3209","""Political power grows out of the barrel of a gun."" ~ Mao Zedong ",1,0,0,1,0,0,0,0,1,0
"3210","""A well-regulated militia, being necessary to the security of a free state, the right of the people to keep and bear arms shall not be infringed."" ~ James Madison ",2,0,0,2,0,1,0,0,1,0
"3211","""There is safety in numbers."" ~ Euripides ",0,0,0,0,0,0,0,0,0,1
"3212","""I have a very strict gun control policy: if there's a gun around, I want to be in control of it."" ~ Clint Eastwood ",1,0,0,1,0,0,0,1,1,0
"3213","""There is no safety in numbers, or in anything else."" ~ James Thurber ",0,0,0,0,0,0,0,0,0,1
"3214","""Every gun that is made, every warship launched, every rocket fired, signifies in the final sense a theft from those who hunger and are not fed, those who are cold and are not clothed."" ~ Dwight D. Eisenhower ",3,0,1,2,0,1,0,0,3,1
"3215","For whatever is happening right now, We have a Bigger God! Selfcare and self love for everyone, better be safe than sorry. Remember, everything happens for a reason.  ",0,1,0,1,3,0,0,2,0,4
"3216","Feeling the high tension and fear at work yesterday. It was officially announced that 1 employee have been dx and 1 suspected to have one. We have a high chance that we will be on lock down anytime now. <U+0001F637><U+0001F637><U+0001F637> ",3,1,1,2,1,1,2,1,2,1
"3217","We are down 6 covid-19 victims. We are on high death rate extreme due to poverty, lack of facility/fund/ skilled on infectious and diseases frontliners, poor health service does not bode well for our country. Please take this seriously. ",2,1,3,3,0,3,1,0,4,1
"3218","due to ",0,0,0,0,0,0,0,0,0,0
"3219","President Trump suspends all travel from Europe for 30 days, except the UK, in response to coronavirus pandemic.
",0,0,0,1,0,1,1,1,1,1
"3220","",0,0,0,0,0,0,0,0,0,0
"3221","Together,we'll defeat u.<U+0001F9A0>
Stay safe everyone.
",0,0,0,0,1,0,0,1,1,1
"3222","keep safe 

",0,0,0,0,1,0,0,1,0,1
"3223","We would like to inform you that effective on Monday, March 16, 2020 our temporary office hours will be:

<U+0001F4CD>Monday: 11:00AM- 4:00PM (Skeletal Workforce)
<U+0001F4CD>Tuesdays to Sundays &amp; Holidays: CLOSED

 ",0,0,0,0,0,0,0,2,0,2
"3224","",0,0,0,0,0,0,0,0,0,0
"3225","Guys.

If you need to hoard, go for COMPASSION &amp; SELFLESSNESS. Not only that its unlimited but also a trait everyone should have especially during these days. It's exactly what the world needs now.

Let's help one another. After all, we're fighting the same battle.<U+0001F609> ",2,0,0,1,0,0,0,0,2,2
"3226","Ive seen lots of post blaming China for this ",0,0,0,0,0,0,0,0,0,0
"3227","Don't forget to frequently wash your hands <U+0001F60D> ",0,0,0,0,0,0,0,0,1,0
"3228","What if instead of AFP and PNP, why not put hygiene officers on check points so they can fumigate entry/exit points of Manila.

+those hygiene officers be subsidized with proper equipment to help prevent the spread of virus and protect them like a hazmat suit? Idk ",0,0,0,1,0,0,0,0,1,2
"3229","+ budget for fumigators, hazmat suit, temperature gun, AND A PROPER PAY FOR HEALTHWORKERS WHO ACT AS A FRONTLINER DURING THIS PANDEMIC. ",1,1,0,2,1,1,0,2,2,2
"3230","Simple Algorithm on Covid-19   (1)

*Easy to understand/follow*

",0,0,0,0,0,0,0,0,0,0
"3231","Simple Algorithm on Covid-19    (2)

*Easy to understand/follow*

",0,0,0,0,0,0,0,0,0,0
"3232","Asf! Need a break! Need to go far away! 
Covid-19: Hello..
Me: k bye! Netflix ",0,1,0,0,0,0,1,0,0,0
"3233","to celebrities &amp; influencers,rather than criticize,help in your own little way by following the procedures provided. The country does not need critical criticism right now but rather active volunteerism.for once,lets not have anyone to blame. we stand &amp; fight this.",4,0,2,2,0,2,0,0,4,0
"3234","Philippines is up to 64.
Stay safe everyone.
",0,0,0,0,1,0,0,1,0,1
"3235","Keep Safe Everyone! Keep on Praying <U+0001F64F><U+0001F3FB>
",0,0,0,0,1,0,0,1,0,1
"3236","",0,0,0,0,0,0,0,0,0,0
"3237","Happy that Facundo was able to buy 6 bottles of alcohol before they got sold out  ",0,1,0,0,1,0,0,1,0,1
"3238","Be safe  guys, let us all pray for clarity of mind, guidance, and for this chapter to be end soon. Pls do follow necessary precautions better safe than sorry. Always mag ingat guys
",0,1,0,1,2,0,1,3,0,3
"3239","BANGKO SENTRAL NG PILIPINAS, are you not planning to cut interest rate? 

There has to be economic measure to ease the impact of ",0,1,0,0,0,0,0,2,0,3
"3240","some students won't be having their classes anymore and we're still going to do our requirements on weekends for the final exam on monday :&lt;
",0,0,0,0,0,0,0,0,0,0
"3241","II. Adopting the Islamic and Correct Attitude

[[a thread;]]
",0,0,0,0,0,0,0,0,0,0
"3242","III. Adopting the Islamic Cure

[[a thread;]]
",0,0,0,0,0,0,0,0,0,0
"3243","CORONA VIRUS: The Islamic Perspective
By: Ustadh M. Baajour

I. Adopting the Islamic and Correct Mindset

[[a thread;]]
",0,0,0,0,0,0,0,0,1,0
"3244","",0,0,0,0,0,0,0,0,0,0
"3245","What? Leni have not done much in the 18 days, failed to meet relevant ICAD chiefs and delayed her report and “expertly” criticized the popular anti-drug campaign of the administration. 
Now do the same formula vs. ",0,0,0,0,0,0,0,2,1,2
"3246","Why i didn't see anyone buying bactidol in times like these? ",0,0,0,0,0,0,0,0,0,0
"3247","",0,0,0,0,0,0,0,0,0,0
"3248","I found corona Virus Treatment.
<U+0001F447><U+0001F3FB><U+0001F447><U+0001F3FB>
",0,0,0,0,1,0,0,1,1,1
"3249","Watch reruns of current/old shows to pass time while doing social isolation

We owe it to vaillant healthcare providers + older ppl + ppl w/weak immune system i.e. cancer patients to slow down spread of ",1,2,1,2,0,3,0,1,2,0
"3250","Even if there is no positive cases here in Northern Samar we must practice safety first..
",0,0,0,0,0,0,0,0,0,1
"3251","stay safe ",0,0,0,0,1,0,0,1,0,1
"3252","",0,0,0,0,0,0,0,0,0,0
"3253","",0,0,0,0,0,0,0,0,0,0
"3254","In this situation PANIC will NOT and it will NEVER help instead lets all be knowledgeable enough (I'm not saying yung pang PhD type ah) about the situation,the virus so that we know how to protect ourselves and at the same time follow our Government's guidelines. ",0,1,0,1,0,0,1,0,3,1
"3255","Covid-19 Cases: *increasing*
Alcohol, disinfectant ads: *intensifies*

Stay safe po!
",0,0,0,0,1,0,0,1,0,1
"3256","PH now has 64 covid.19 cases <U+0001F614> one of the hospitals who has covid patient is near our house. like 5-8mins away... Oh God pleaseee help them to find the cure. ",0,2,0,1,1,0,0,1,0,2
"3257","",0,0,0,0,0,0,0,0,0,0
"3258","Stay safe gaiz! Bring alcohol, wear mask for extra safty. Stop panic buying and start panic praying. <U+0001F64F>

",0,1,0,1,1,0,0,2,2,2
"3259","",0,0,0,0,0,0,0,0,0,0
"3260","",0,0,0,0,0,0,0,0,0,0
"3261","After ",0,0,0,0,0,0,0,0,0,0
"3262","We are able to survive those previous calamities so we can do it this time too ",0,1,0,0,0,0,0,0,0,1
"3263","Amidst of these chaos, let's stop playing the who to blame type of game. Instead let's act as one to defeat ",2,0,1,1,0,1,0,0,3,0
"3264","19 wedding in a row CANCELLED AND MOVED due to ",1,0,0,0,0,0,0,0,1,0
"3265","",0,0,0,0,0,0,0,0,0,0
"3266","",0,0,0,0,0,0,0,0,0,0
"3267","I'll just leave this here! <U+0001F60A>
",0,0,0,0,0,1,1,0,1,0
"3268","",0,0,0,0,0,0,0,0,0,0
"3269","And fck, Thats 20 fucking spots. What do YOU fcknging expect? Fill those with hashts and tags related to the happenings? ",0,1,0,0,0,0,1,3,0,1
"3270","Overtime making Covid infographics. ",0,0,0,0,0,0,0,0,0,0
"3271","",0,0,0,0,0,0,0,0,0,0
"3272","Watching ",0,0,0,0,0,0,0,0,0,0
"3273","",0,0,0,0,0,0,0,0,0,0
"3274","",0,0,0,0,0,0,0,0,0,0
"3275","",0,0,0,0,0,0,0,0,0,0
"3276","",0,0,0,0,0,0,0,0,0,0
"3277","",0,0,0,0,0,0,0,0,0,0
"3278","",0,0,0,0,0,0,0,0,0,0
"3279","",0,0,0,0,0,0,0,0,0,0
"3280","",0,0,0,0,0,0,0,0,0,0
"3281","Kayo din
Thanks Paps ",0,0,0,0,0,0,0,0,1,0
"3282","",0,0,0,0,0,0,0,0,0,0
"3283","",0,0,0,0,0,0,0,0,0,0
"3284","",0,0,0,0,0,0,0,0,0,0
"3285","keep safe to all ",0,0,0,0,1,0,0,1,0,1
"3286","",0,0,0,0,0,0,0,0,0,0
"3287","Be safe everyone, let us all pray for guidance and clarity of mind and for this chapter to be over soon. Please do follow necessary precautions better safe than sorry. Ingat kayo. ",0,1,0,1,2,0,1,3,0,3
"3288","Philippines imposing community quarantine in Metro Manila but then allowing employees outside MM to go to MM for work. What's the point??? ",0,0,0,1,0,0,0,0,0,1
"3289","Can someone please enlighten the Philippine president. I think he's on drugs. Always groggy and sleepy.. and always thankful of China ",0,0,0,0,2,0,0,2,0,3
"3290","""why do people always blame the government?""

Simple, because they have the power ",1,0,1,1,0,0,0,0,2,0
"3291","The massive effect of the COVID 2019

Sad news for Volley ball fans

",0,0,0,0,0,0,0,0,0,0
"3292","The Philippines is one huge exception, though, with Duterte as president. Our National Capital Region, which houses majority of the 111 confirmed COVID-19 cases, has been increasingly militarized. ",0,0,0,0,1,0,0,3,0,3
"3293","President Rodrigo Roa Duterte will lamented as coexist with Wuhan veerus, Tokhang, fentanyl, covid-19 nowhere to found, and an Idiot President of the Philippines History. Let our present generations will tell to the future generation how this mad dog govern our Country.",1,1,2,1,2,1,1,5,2,5
"3294","Na lockdown ang China 1month ago, Praying for a fully recovered patients in their nations. And also I pray for Philippines fast recovery that cause of COVID-19 not to spread anymore, including our President Duterte's health. Be safe everyone! <U+0001F64F>",0,1,0,1,2,0,1,4,0,6
"3295","Just a reminder: it’s okay to blame Duterte for how bad things get with COVID-19 because he still allowed the entry of Chinese for the sake of humanity and ""pakikipagkaibigan"" in the Philippines despite the outbreak. ",2,0,2,1,1,1,0,1,2,1
"3296","Other countries: Follows the lockdown
Some other part of the Philippines: “Duterte uses COVID para magkaka martial law” <U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F>",1,0,0,0,0,0,0,1,0,0
"3297","Throwing stones to the government amidst this crisis isn’t really helpful now. What we need is unity amongst everyone but why can’t filipinos exercise this??",0,0,0,1,1,0,0,2,2,2
"3298","Philippine President Duterte tests negative for coronavirus  ",0,0,0,0,0,1,0,1,1,1
"3299","Movement of top execs, insufficient precautions raise risks of ",0,1,0,0,0,0,0,1,1,1
"3300","Meanwhile in the Philippines the Duterte regime wil deploy the police and the military to supposedly fight COVID-19. Idk how, probably shoot the virus? Tokhang COVID-19? ",2,0,0,4,0,0,0,1,3,1
"3301","",0,0,0,0,0,0,0,0,0,0
"3302","""Dear Dilawan (critic)..

It really doesn't matter if you like President Duterte's speech. What matters is you follow the directives. Your approval is not required, only obedience. So bend over and take it. <U+0001F605> <U+0001F605>""-",0,0,0,0,0,0,0,2,1,5
"3303","""This is on top of the state health insurance agency's coverage for quarantine and isolation costs."" ",0,1,0,1,0,1,0,1,1,1
"3304","""According to Presidential Spokesperson Panelo, Duterte rejected the request of his partner Honeylet to go home to Davao City before the community quarantine of the National Capital Region on March 15 started."" ",0,0,0,1,0,0,0,0,1,3
"3305","Duterte to Filipino students: ""If you want to improve your life, make use of your time to study. Get off your phones."" ",0,2,0,0,1,0,0,1,0,2
"3306","President Rodrigo Duterte said he would seek the help of China if the coronavirus disease 2019 (Covid-19) outbreak in the Philippines worsens. In his address to the nation on Thursday night, Duterte bared that Chinese President Xi Jinping was willing to... ",1,1,1,1,0,1,0,2,1,1
"3307","PRESIDENT Rodrigo Duterte said he would seek the help of China if the coronavirus disease 2019 (Covid-19) outbreak in the Philippines worsens. Duterte made the statement as he bared that Chinese President Xi Jinping expressed willingness to assist the ... ",1,1,1,1,0,1,0,3,1,4
"3308","The best example for defeating ",0,0,0,0,0,0,0,0,0,0
"3309","Health authorities said there were three fresh cases of the COVID-19 in the country, bringing the total infected to 52 as government met to assess and draw up plans to mitigate the local transmission of the deadly disease.

",2,0,2,3,0,2,0,0,3,0
"3310","Duterte: The crisis is very clear. COVID-19 is spreading all throughout including the Philippines.",0,0,0,0,0,0,0,0,1,1
"3311","President Rodrigo Duterte has tested negative for the deadly coronavirus disease, his former aide and a senator said on Friday.

",2,0,2,2,0,3,0,1,3,1
"3312","President Rodrigo Duterte raised Code Red to alert sub-level 2, imposing a lock down in the capital as well as stringent “social distancing” measures as the COVID-19 spreads in the Philippines with the number of cases rising to 52.

",0,1,0,0,1,0,0,2,0,3
"3313","The Duterte government is outright INCOMPETENT. Malpractice sa budgeting (SEA games - hello corruption), sa communications (from PRs to presscons), sa planning (what’s up COVID-19), sa prinsipyo at values (hail China forevs wohooo at tokhang pa more). The Philippines is on <U+0001F525><U+203C><U+FE0F><U+203C><U+FE0F>",2,1,1,1,0,1,0,2,5,3
"3314","i’ve never read such stupid tweet until now <U+0001F606>

even if Duterte had imposed travel restrictions when early stages of covid broke out, one way or another, philippines will eventually come to this point. covid is a worldwide man to man transmission, fool. ",0,0,1,1,0,1,0,0,3,0
"3315","BREAKING: President Rodrigo Duterte, Senator Bong Go test negative for COVID-19 ",0,0,0,0,0,1,0,1,1,1
"3316","Duterte reiterates Philippines’ COVID-19 travel ban.",0,0,0,0,0,0,0,0,1,0
"3317","Quezon City Mayor Joy Belmonte admits there are 'gray areas' in President Duterte's declaration of community quarantine in Metro Manila, adds local officials will meet today to craft lockdown guidelines ",0,0,0,1,1,0,0,1,0,5
"3318","Quezon City Mayor Joy Belmonte admits there are 'gray areas' in President Duterte's declaration of community quarantine in Metro Manila, adds local officials will meet today to craft lockdown guidelines ",0,0,0,1,1,0,0,1,0,5
"3319","Ambassador of China to the Philippines Huang Xilian paid a courtesy call on President Rodrigo Duterte last night in Malacañang. Health Secretary Francisco Duque was present ",0,1,0,0,1,0,1,3,0,4
"3320","JUST IN: President Rodrigo Duterte signs Proclamation No. 922 declaring a state of public health emergency following a confirmed local transmission of the coronavirus disease or COVID-19 ",1,1,1,2,0,2,1,2,2,3
"3321","Hey ASHS!

Here's what you need to know about the 30-day community quarantine in Metro Manila declared by President Rodrigo Duterte during last night's press conference.

Keep yourselves informed and up to date with Hi-Lites' coverage of COVID-19 in the Philippines. ",0,0,0,1,0,0,0,1,0,2
"3322","Last night, President Duterte addressed the Filipinos on the measures to be implemented to combat the spread of the CoViD-19 pandemic in the Philippines.

Thomasians, join the discussion and let your voices be heard! What are your thoughts on the matter?

",1,0,0,2,0,1,0,1,2,3
"3323","Last night, President Duterte addressed the Filipinos on the measures to be implemented to combat the spread of the CoViD-19 pandemic in the Philippines.

Thomasians, join the discussion and let your voices be heard! What are your thoughts on the matter?

",1,0,0,2,0,1,0,1,2,3
"3324","Now I understand why President Duterte mentioned that we might ask for help from China because they have already the fucking antidote. 
",0,1,0,0,0,0,0,2,0,2
"3325","",0,0,0,0,0,0,0,0,0,0
"3326","ICYMI | Pres. Rodrigo Duterte also thanked China for offering to lend a hand in the COVID-19 outbreak should the Philippines need it. ",0,0,0,0,0,0,0,1,0,0
"3327","JUST IN | Pres. Duterte says the Philippines has four new cases of COVID-19, bringing the total number of confirmed cases to 24. ",0,0,0,0,0,0,0,1,0,1
"3328","LOOK | Pres. Duterte and his Cabinet meets with Metro Manila mayors on the coronavirus disease situation in the Philippines. The DOH earlier reported that confirmed COVID-19 cases in the country have reached 20. (via News5/Maeanne los Banos) ",1,0,1,1,0,1,0,2,1,2
"3329","Panic in Metro Manila as people try to get in and out of the city on eve of 30-day lockdown starting this weekend. Pres Rodrigo Duterte announced the city-wide quarantine Thursday night to address rising cases of COVID-19 and raised Philippines alert level to Code Red Sub-level 2 ",0,1,0,2,1,0,0,1,1,2
"3330","Philippines’ Duterte lauds China’s efforts in fighting COVID-19 ",1,0,0,0,0,0,0,0,1,0
"3331","President Duterte of the Philippines has suspended all flights, land, and sea travel to metro Manila, Philippines from March 15, 2020 to April 14, 2020, because of the COVID-19 or Wuhan Coronavirus. Metro Manila has 14 million residents and currently 52 cases of the virus. ",0,0,0,0,0,0,0,1,1,4
"3332","President Rodrigo Duterte just declared a lockdown of Metro Manila amid rising cases of coronavirus in the Philippines. 
 ",0,1,0,0,1,0,0,1,0,2
"3333","Philippines President Duterte addresses nation, announces sweeping measures in battle against COVID-19 ",1,1,0,0,0,0,0,2,1,2
"3334","I worry for my countrymen because from what I can tell, the Philippines is about to face of an unprecedented disaster that it has never suffered before. 

I am not talking about COVID-19, I'm talking about Duterte capitalizing on the situation to obtain emergency powers.",1,1,1,3,0,3,3,0,3,0
"3335","Philippines President Duterte to be tested for coronavirus, official says
Philippine President Rodrigo Duterte will undergo testing for the coronavirus after members of his cabinet may have been exposed to two people who tested positive for COVID-19, his former executive sec…",0,0,0,0,0,0,0,3,1,2
"3336","Watched a video of President Rodrigo Duterte addressing the COVID-19 threat in the Philippines. All I can say is, I can't believe I once supported this person. Oof. <U+0001F62C><U+0001F974>",1,0,0,1,0,0,0,1,1,2
"3337","The wildfires in Australia 
The Iran and US fights 
The Taal Volcano in Philippines
Karen effect in the Philippines
The worst locust swarms in Africa 
COVID-19 
Stupid people attacking duterte

2020 is turning out to be a shitty year. Could we just skip to 2021 already?",1,0,1,3,0,1,2,0,5,0
"3338","Here are some of the outlines we capture. You can continue watching here - ",0,1,0,0,0,0,0,1,1,1
"3339","I really sad when I hear <U+0001F62D> ""President Duterte declares lockdown Metro Manila for 30 days due to COVID-19"" 
.
I'm so glad, I'm already here in Indonesia. Nearly a month I returned from the Philippines, and had passed… ",0,1,0,0,1,0,0,1,0,2
"3340","Just watched President Duterte's speech. I'm at a loss for words. ""situations very clear, COVID-19 is spreading thru out the country *INCLUDING* the Philippines""???? what country is he talking about? lmaooO",2,0,0,1,0,1,0,1,2,3
"3341","A Philippine diplomat in New York has tested positive for Covid-19, in the first recorded case at the UN headquarters.

This comes as Philippines President Rodrigo Duterte placed Manila in a lockdown for a month, to help contain the outbreak. ",0,0,0,1,0,1,0,1,1,1
